,발생일,발생시간,발생지_시도,발생지_시군구,요일,사고내용,사고유형_대분류,사고유형_중분류,가해자법규위반,가해자성별,가해자연령,가해당사자종별,가해자신체상해정도,피해자성별,피해자연령,피해당사자종별,피해자신체상해정도,가해차량용도_대분류,가해차량용도_중분류,가해차량용도,피해차량용도_대분류,피해차량용도_중분류,피해차량용도,기상상태,노면상태,사망자수,중상자수,경상자수,부상신고자수,응급실 개수,시군구별_인구,Risk
2642,20170826,16시,경기,용인시,토,경상,차대차,추돌,안전운전 의무 불이행,여,51-60세,승용차,상해없음,남,20세이하,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,맑음,건조,0,0,3,0,4,1032939.0,3
2643,20170826,16시,대구,동구,토,중상,차대차,측면충돌,안전운전 의무 불이행,남,51-60세,승용차,상해없음,여,41-50세,승용차,중상,비사업용,승용차,승용차,사업용,렌터카,렌터카,맑음,건조,0,1,0,0,10,164634.0,3
2644,20170826,17시,강원,평창군,토,중상,차대차,추돌,안전거리 미확보,남,51-60세,승용차,중상,남,21-30세,승용차,경상,사업용,렌터카,렌터카,비사업용,승용차,승용차,맑음,건조,0,1,6,0,0,42603.0,9
2645,20170826,17시,인천,서구,토,경상,차대차,추돌,안전운전 의무 불이행,남,41-50세,승용차,상해없음,남,41-50세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,맑음,건조,0,0,3,0,18,484444.0,3
2646,20170826,17시,충북,진천군,토,중상,차대차,추돌,안전거리 미확보,남,20세이하,승용차,상해없음,남,21-30세,승용차,경상,사업용,렌터카,렌터카,비사업용,승용차,승용차,맑음,건조,0,1,1,0,1,77660.0,4
2647,20170826,19시,경기,화성시,토,경상,차대차,측면충돌,안전운전 의무 불이행,남,65세이상,승용차,상해없음,남,41-50세,승용차,경상,사업용,렌터카,렌터카,비사업용,승용차,승용차,맑음,건조,0,0,3,0,4,755068.0,3
2648,20170826,19시,대구,북구,토,중상,차대차,측면충돌,안전운전 의무 불이행,남,21-30세,승용차,상해없음,남,31-40세,화물차,중상,비사업용,승용차,승용차,사업용,화물차,화물차,맑음,건조,0,1,0,0,11,208316.0,3
2649,20170826,20시,인천,중구,토,경상,차대차,기타,안전운전 의무 불이행,남,51-60세,승용차,상해없음,남,31-40세,승용차,상해없음,비사업용,승용차,승용차,비사업용,승용차,승용차,맑음,건조,0,0,1,0,13,231402.0,1
2650,20170826,22시,경남,김해시,토,중상,차대차,측면충돌,안전운전 의무 불이행,남,41-50세,승용차,상해없음,남,51-60세,승용차,중상,비사업용,승용차,승용차,비사업용,승용차,승용차,맑음,건조,0,2,6,0,5,536086.0,12
2651,20170826,23시,경기,남양주시,토,경상,차대차,기타,기타,여,31-40세,승용차,상해없음,남,31-40세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,맑음,건조,0,0,1,1,3,682993.0,2
2652,20170827,02시,경기,성남시,일,중상,차대차,기타,중앙선 침범,여,31-40세,승용차,경상,남,41-50세,승용차,경상,비사업용,승용차,승용차,사업용,택시,법인택시,맑음,건조,0,2,6,1,7,954860.0,13
2653,20170827,07시,경남,양산시,일,경상,차대차,측면충돌,안전운전 의무 불이행,남,21-30세,승용차,상해없음,여,31-40세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,맑음,건조,0,0,1,0,3,345978.0,1
2654,20170827,11시,울산,울주군,일,중상,차대차,정면충돌,안전거리 미확보,남,65세이상,승용차,상해없음,여,51-60세,승용차,중상,비사업용,승용차,승용차,비사업용,승용차,승용차,맑음,건조,0,2,0,0,1,221909.0,6
2655,20170827,12시,충남,천안시,일,경상,차대차,측면충돌,안전운전 의무 불이행,남,41-50세,화물차,상해없음,남,21-30세,승용차,경상,비사업용,화물차,화물차,비사업용,승용차,승용차,맑음,건조,0,0,2,0,4,643288.0,2
2656,20170827,13시,대구,동구,일,중상,차대차,추돌,안전거리 미확보,여,21-30세,승용차,상해없음,남,65세이상,화물차,중상,비사업용,승용차,승용차,비사업용,화물차,화물차,맑음,건조,0,2,0,0,10,164634.0,6
2657,20170827,15시,경남,밀양시,일,중상,차대차,측면충돌,안전거리 미확보,남,51-60세,승합차,상해없음,여,51-60세,승용차,중상,사업용,전세버스,전세버스,비사업용,승용차,승용차,맑음,건조,0,1,0,0,0,106731.0,3
2658,20170827,15시,충남,공주시,일,경상,차대차,추돌,안전운전 의무 불이행,남,51-60세,승용차,상해없음,남,31-40세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,맑음,건조,0,0,2,0,1,107496.0,2
2659,20170827,20시,충북,단양군,일,중상,차대차,기타,안전운전 의무 불이행,남,21-30세,승용차,상해없음,남,51-60세,승용차,중상,비사업용,승용차,승용차,비사업용,승용차,승용차,맑음,건조,0,1,0,0,0,30075.0,3
2660,20170827,21시,충남,천안시,일,경상,차대차,측면충돌,안전운전 의무 불이행,여,51-60세,승용차,상해없음,여,31-40세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,맑음,건조,0,0,2,0,4,643288.0,2
2661,20170827,22시,경기,평택시,일,경상,차대차,추돌,안전거리 미확보,남,51-60세,화물차,경상,남,21-30세,승용차,경상,비사업용,화물차,화물차,사업용,렌터카,렌터카,맑음,건조,0,0,3,0,4,496733.0,3
2662,20170828,00시,경기,하남시,월,경상,차대차,측면충돌,안전거리 미확보,여,21-30세,승용차,상해없음,남,41-50세,승용차,경상,비사업용,승용차,승용차,사업용,택시,법인택시,맑음,건조,0,0,1,0,0,253119.0,1
2663,20170828,01시,경기,하남시,월,경상,차대차,추돌,안전운전 의무 불이행,남,41-50세,화물차,상해없음,남,31-40세,승용차,경상,비사업용,화물차,화물차,비사업용,승용차,승용차,맑음,건조,0,0,1,0,0,253119.0,1
2664,20170828,05시,대전,대덕구,월,중상,차량단독,전도전복,안전운전 의무 불이행,남,31-40세,승용차,중상,없음,불명,없음,없음,사업용,렌터카,렌터카,없음,없음,없음,맑음,건조,0,1,3,0,2,181975.0,6
2665,20170828,07시,경기,이천시,월,경상,차대차,추돌,안전운전 의무 불이행,남,21-30세,승용차,상해없음,남,21-30세,승용차,경상,비사업용,승용차,승용차,사업용,렌터카,렌터카,맑음,건조,0,0,1,0,1,214394.0,1
2666,20170828,08시,경기,화성시,월,경상,차대차,추돌,안전운전 의무 불이행,남,21-30세,승용차,상해없음,남,51-60세,승용차,경상,비사업용,승용차,승용차,사업용,렌터카,렌터카,맑음,건조,0,0,2,0,4,755068.0,2
2667,20170828,11시,전남,담양군,월,중상,차대차,기타,안전거리 미확보,남,51-60세,승용차,상해없음,여,31-40세,승용차,중상,비사업용,승용차,승용차,사업용,렌터카,렌터카,맑음,건조,0,1,0,0,0,46912.0,3
2668,20170828,12시,울산,울주군,월,경상,차대차,정면충돌,안전운전 의무 불이행,남,41-50세,화물차,상해없음,여,31-40세,승용차,경상,사업용,화물차,화물차,비사업용,승용차,승용차,맑음,건조,0,0,6,0,1,221909.0,6
2669,20170828,14시,경남,함안군,월,경상,차대차,측면충돌,안전운전 의무 불이행,남,51-60세,승합차,상해없음,남,51-60세,승용차,경상,비사업용,버스,버스,비사업용,승용차,승용차,맑음,건조,0,0,1,0,0,66977.0,1
2670,20170828,15시,경기,광주시,월,중상,차대사람,기타,안전운전 의무 불이행,남,65세이상,승용차,상해없음,남,41-50세,보행자,중상,비사업용,승용차,승용차,보행자,보행자,보행자,맑음,건조,0,1,0,0,1,360794.0,3
2671,20170828,19시,경기,이천시,월,경상,차대차,측면충돌,안전거리 미확보,여,21-30세,승용차,경상,남,41-50세,화물차,상해없음,비사업용,승용차,승용차,사업용,화물차,화물차,비,젖음/습기,0,0,2,0,1,214394.0,2
2672,20170828,19시,충북,청주시,월,경상,차대차,측면충돌,안전운전 의무 불이행,여,21-30세,승용차,경상,남,61-64세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,비,젖음/습기,0,0,3,0,7,837635.0,3
2673,20170828,20시,경기,하남시,월,경상,차대차,측면충돌,안전거리 미확보,남,41-50세,화물차,상해없음,여,41-50세,승용차,경상,사업용,화물차,화물차,비사업용,승용차,승용차,비,젖음/습기,0,0,1,0,0,253119.0,1
2674,20170829,07시,경기,군포시,화,경상,차대차,추돌,안전운전 의무 불이행,남,41-50세,화물차,상해없음,남,51-60세,승용차,경상,비사업용,화물차,화물차,비사업용,승용차,승용차,맑음,건조,0,0,1,0,2,277991.0,1
2675,20170829,09시,경기,의정부시,화,경상,차대차,추돌,안전거리 미확보,남,31-40세,승용차,경상,남,41-50세,승용차,상해없음,비사업용,승용차,승용차,비사업용,승용차,승용차,맑음,건조,0,0,2,0,4,446826.0,2
2676,20170829,10시,경기,성남시,화,경상,차대차,기타,안전운전 의무 불이행,남,41-50세,화물차,상해없음,남,31-40세,승합차,경상,비사업용,화물차,화물차,비사업용,버스,버스,맑음,건조,0,0,1,2,7,954860.0,3
2677,20170829,12시,경기,용인시,화,중상,차대차,추돌,안전운전 의무 불이행,여,51-60세,승용차,경상,여,31-40세,승용차,중상,비사업용,승용차,승용차,비사업용,승용차,승용차,맑음,건조,0,1,3,0,4,1032939.0,6
2678,20170829,14시,대구,북구,화,경상,차대차,추돌,안전운전 의무 불이행,남,21-30세,기타,상해없음,남,31-40세,승용차,상해없음,기타,기타,기타,사업용,렌터카,렌터카,맑음,건조,0,0,3,0,11,208316.0,3
2679,20170829,15시,경기,화성시,화,중상,차대차,기타,안전운전 의무 불이행,남,31-40세,승용차,상해없음,남,51-60세,승용차,중상,비사업용,승용차,승용차,비사업용,승용차,승용차,맑음,건조,0,3,3,5,4,755068.0,17
2680,20170829,16시,경기,화성시,화,중상,차대차,추돌,안전운전 의무 불이행,여,65세이상,승용차,상해없음,남,21-30세,승용차,중상,비사업용,승용차,승용차,비사업용,승용차,승용차,맑음,건조,0,2,0,0,4,755068.0,6
2681,20170829,18시,전남,담양군,화,경상,차대차,기타,안전운전 의무 불이행,남,31-40세,화물차,상해없음,남,31-40세,승용차,경상,비사업용,화물차,화물차,비사업용,승용차,승용차,맑음,건조,0,0,1,0,0,46912.0,1
2682,20170829,20시,경기,구리시,화,경상,차대차,측면충돌,안전거리 미확보,남,51-60세,승용차,부상신고,남,41-50세,승용차,경상,비사업용,승용차,승용차,사업용,렌터카,렌터카,맑음,건조,0,0,1,2,1,200953.0,3
2683,20170829,21시,충남,천안시,화,경상,차대차,추돌,안전거리 미확보,남,41-50세,승용차,상해없음,남,31-40세,승용차,경상,비사업용,승용차,승용차,사업용,렌터카,렌터카,맑음,건조,0,0,1,0,4,643288.0,1
2684,20170829,23시,경기,용인시,화,경상,차대차,기타,안전운전 의무 불이행,남,31-40세,승용차,부상신고,남,31-40세,승용차,경상,비사업용,승용차,승용차,사업용,렌터카,렌터카,맑음,건조,0,0,1,1,4,1032939.0,2
2685,20170829,23시,경기,용인시,화,중상,차대차,추돌,안전운전 의무 불이행,남,51-60세,승용차,상해없음,남,41-50세,승용차,중상,사업용,렌터카,렌터카,비사업용,승용차,승용차,맑음,건조,0,1,0,0,4,1032939.0,3
2686,20170830,00시,경기,하남시,수,경상,차대차,추돌,안전운전 의무 불이행,남,41-50세,승용차,상해없음,남,61-64세,화물차,경상,비사업용,승용차,승용차,사업용,화물차,화물차,맑음,건조,0,0,1,0,0,253119.0,1
2687,20170830,01시,경북,영주시,수,중상,차대차,추돌,안전운전 의무 불이행,여,41-50세,승용차,상해없음,남,61-64세,승용차,중상,비사업용,승용차,승용차,비사업용,승용차,승용차,맑음,건조,0,1,0,0,1,106746.0,3
2688,20170830,02시,경기,화성시,수,중상,차대차,추돌,안전운전 의무 불이행,남,41-50세,승합차,상해없음,남,61-64세,화물차,경상,비사업용,기타/건설기계,기타/건설기계,비사업용,화물차,화물차,맑음,건조,0,1,2,0,4,755068.0,5
2689,20170830,14시,경기,오산시,수,경상,차대차,측면충돌,안전거리 미확보,남,51-60세,화물차,상해없음,남,41-50세,승용차,경상,사업용,화물차,화물차,비사업용,승용차,승용차,맑음,건조,0,0,1,0,2,219962.0,1
2690,20170830,17시,대전,중구,수,중상,차대차,기타,안전운전 의무 불이행,남,31-40세,승용차,상해없음,여,41-50세,승용차,중상,비사업용,승용차,승용차,비사업용,승용차,승용차,맑음,건조,0,1,0,0,13,231402.0,3
2691,20170831,05시,경남,김해시,목,경상,차대차,측면충돌,안전거리 미확보,남,61-64세,승용차,상해없음,남,41-50세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,맑음,건조,0,0,2,0,5,536086.0,2
2692,20170831,07시,경기,평택시,목,부상신고,차대차,추돌,안전운전 의무 불이행,남,31-40세,화물차,상해없음,남,51-60세,승합차,부상신고,사업용,화물차,화물차,비사업용,버스,버스,맑음,건조,0,0,0,6,4,496733.0,6
2693,20170831,10시,경기,용인시,목,중상,차대차,기타,안전운전 의무 불이행,남,51-60세,승용차,중상,남,21-30세,승용차,상해없음,사업용,택시,개인택시,비사업용,승용차,승용차,맑음,건조,0,1,1,0,4,1032939.0,4
2694,20170831,10시,경기,의정부시,목,중상,차대차,측면충돌,안전운전 의무 불이행,남,51-60세,건설기계,상해없음,남,51-60세,승용차,중상,사업용,기타/건설기계,기타/건설기계,비사업용,승용차,승용차,맑음,건조,0,2,1,0,4,446826.0,7
2695,20170831,10시,경기,포천시,목,경상,차대차,추돌,안전운전 의무 불이행,남,51-60세,승용차,상해없음,남,21-30세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,맑음,건조,0,0,1,0,2,150660.0,1
2696,20170831,15시,강원,원주시,목,경상,차대차,기타,안전거리 미확보,여,65세이상,화물차,경상,남,21-30세,승용차,경상,비사업용,화물차,화물차,비사업용,승용차,승용차,맑음,건조,0,0,7,0,2,344874.0,7
2697,20170831,16시,경남,함안군,목,경상,차대차,추돌,안전운전 의무 불이행,남,21-30세,승용차,상해없음,남,31-40세,승용차,경상,비사업용,승용차,승용차,사업용,렌터카,렌터카,맑음,건조,0,0,3,0,0,66977.0,3
2698,20170831,17시,대구,북구,목,경상,차대차,측면충돌,안전운전 의무 불이행,남,61-64세,화물차,상해없음,남,51-60세,화물차,상해없음,비사업용,화물차,화물차,사업용,화물차,화물차,맑음,건조,0,0,1,0,11,208316.0,1
2699,20170831,20시,충북,충주시,목,경상,차대차,추돌,안전운전 의무 불이행,남,51-60세,승용차,상해없음,여,41-50세,승용차,경상,사업용,렌터카,렌터카,비사업용,승용차,승용차,맑음,건조,0,0,2,0,2,209852.0,2
2700,20170901,00시,경남,양산시,금,경상,차량단독,공작물충돌,안전운전 의무 불이행,남,51-60세,승용차,상해없음,없음,불명,없음,없음,사업용,택시,법인택시,없음,없음,없음,맑음,건조,0,0,1,0,3,345978.0,1
2701,20170901,04시,경기,군포시,금,경상,차대차,추돌,안전운전 의무 불이행,남,31-40세,승용차,상해없음,남,41-50세,화물차,경상,비사업용,승용차,승용차,비사업용,화물차,화물차,맑음,건조,0,0,1,0,2,277991.0,1
2702,20170901,05시,서울,강동구,금,중상,차대차,추돌,안전운전 의무 불이행,남,41-50세,특수차,상해없음,여,65세이상,승용차,상해없음,사업용,화물차,화물차,비사업용,승용차,승용차,맑음,건조,0,2,1,0,3,433288.0,7
2703,20170901,06시,경기,부천시,금,경상,차대차,추돌,안전운전 의무 불이행,여,41-50세,화물차,상해없음,여,21-30세,승용차,경상,비사업용,화물차,화물차,비사업용,승용차,승용차,맑음,건조,0,0,1,0,4,841364.0,1
2704,20170901,06시,충남,천안시,금,중상,차대차,추돌,안전운전 의무 불이행,남,31-40세,승용차,상해없음,남,41-50세,승용차,중상,비사업용,승용차,승용차,비사업용,승용차,승용차,맑음,건조,0,1,0,0,4,643288.0,3
2705,20170901,07시,경남,양산시,금,경상,차대차,기타,안전운전 의무 불이행,남,51-60세,화물차,상해없음,남,41-50세,승용차,경상,사업용,화물차,화물차,비사업용,승용차,승용차,맑음,건조,0,0,1,0,3,345978.0,1
2706,20170901,08시,인천,미추홀구,금,중상,차대차,기타,기타,남,31-40세,승용차,중상,남,51-60세,화물차,중상,비사업용,승용차,승용차,비사업용,화물차,화물차,맑음,건조,0,2,1,0,2,412702.0,7
2707,20170901,09시,인천,계양구,금,중상,차대차,추돌,안전거리 미확보,남,51-60세,승용차,상해없음,여,31-40세,승용차,중상,비사업용,승용차,승용차,비사업용,승용차,승용차,맑음,건조,0,4,0,0,2,313312.0,12
2708,20170901,10시,경기,군포시,금,경상,차대차,기타,안전운전 의무 불이행,남,51-60세,승용차,상해없음,여,51-60세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,맑음,건조,0,0,2,0,2,277991.0,2
2709,20170901,11시,경기,하남시,금,경상,차대차,측면충돌,안전거리 미확보,남,51-60세,화물차,상해없음,남,41-50세,승용차,경상,비사업용,화물차,화물차,비사업용,승용차,승용차,맑음,건조,0,0,2,0,0,253119.0,2
2710,20170901,11시,경북,칠곡군,금,중상,차대차,측면충돌,안전거리 미확보,남,51-60세,화물차,상해없음,남,51-60세,승용차,중상,사업용,화물차,화물차,비사업용,승용차,승용차,맑음,건조,0,1,0,0,0,118913.0,3
2711,20170901,12시,경남,양산시,금,경상,차대차,측면충돌,안전거리 미확보,남,65세이상,특수차,상해없음,남,31-40세,승용차,경상,사업용,화물차,화물차,비사업용,승용차,승용차,맑음,건조,0,0,2,0,3,345978.0,2
2712,20170901,13시,경기,화성시,금,중상,차대차,추돌,안전운전 의무 불이행,남,21-30세,승용차,상해없음,남,41-50세,승용차,중상,비사업용,승용차,승용차,비사업용,승용차,승용차,맑음,건조,0,2,1,0,4,755068.0,7
2713,20170901,15시,경기,여주시,금,경상,차대차,추돌,안전운전 의무 불이행,남,61-64세,승합차,상해없음,남,41-50세,특수차,경상,사업용,전세버스,전세버스,사업용,화물차,화물차,맑음,건조,0,0,1,0,1,111531.0,1
2714,20170901,15시,경기,오산시,금,경상,차대차,추돌,안전운전 의무 불이행,남,21-30세,승용차,상해없음,남,21-30세,승용차,경상,비사업용,승용차,승용차,사업용,렌터카,렌터카,맑음,건조,0,0,5,0,2,219962.0,5
2715,20170901,15시,대구,동구,금,경상,차대차,추돌,안전운전 의무 불이행,남,51-60세,화물차,상해없음,남,21-30세,특수차,경상,비사업용,화물차,화물차,비사업용,화물차,화물차,맑음,건조,0,0,2,0,10,164634.0,2
2716,20170901,16시,인천,미추홀구,금,경상,차대차,추돌,안전거리 미확보,남,31-40세,화물차,상해없음,남,51-60세,승용차,경상,사업용,화물차,화물차,사업용,택시,법인택시,맑음,건조,0,0,2,0,2,412702.0,2
2717,20170901,17시,경기,의왕시,금,경상,차대차,추돌,안전운전 의무 불이행,남,21-30세,화물차,상해없음,여,51-60세,승용차,경상,비사업용,화물차,화물차,비사업용,승용차,승용차,맑음,건조,0,0,3,1,0,156951.0,4
2718,20170901,19시,경기,김포시,금,경상,차대차,측면충돌,안전운전 의무 불이행,남,51-60세,화물차,상해없음,남,51-60세,승용차,경상,비사업용,화물차,화물차,비사업용,승용차,승용차,맑음,건조,0,0,1,0,2,417494.0,1
2719,20170901,19시,경남,김해시,금,중상,차대차,측면충돌,안전거리 미확보,여,51-60세,승용차,중상,남,51-60세,특수차,경상,비사업용,승용차,승용차,사업용,화물차,화물차,맑음,건조,0,1,1,0,5,536086.0,4
2720,20170901,19시,충남,천안시,금,경상,차대차,추돌,안전운전 의무 불이행,남,41-50세,승용차,경상,남,31-40세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,맑음,건조,0,0,6,0,4,643288.0,6
2721,20170902,07시,부산,강서구,토,경상,차대차,추돌,안전운전 의무 불이행,남,51-60세,화물차,상해없음,남,61-64세,화물차,경상,사업용,화물차,화물차,비사업용,화물차,화물차,맑음,건조,0,0,2,0,4,123302.0,2
2722,20170902,07시,인천,부평구,토,경상,차대차,측면충돌,안전거리 미확보,남,61-64세,승용차,상해없음,남,41-50세,승용차,경상,사업용,택시,법인택시,비사업용,승용차,승용차,맑음,건조,0,0,1,0,3,525386.0,1
2723,20170902,09시,경기,용인시,토,경상,차대차,기타,안전운전 의무 불이행,남,41-50세,승용차,상해없음,남,51-60세,승합차,상해없음,사업용,렌터카,렌터카,사업용,노선버스,고속버스,맑음,건조,0,0,2,2,4,1032939.0,4
2724,20170902,09시,경기,용인시,토,경상,차대차,추돌,안전운전 의무 불이행,남,21-30세,승용차,상해없음,남,51-60세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,맑음,건조,0,0,2,3,4,1032939.0,5
2725,20170902,10시,경기,안성시,토,경상,차대차,기타,안전운전 의무 불이행,여,51-60세,승용차,상해없음,남,41-50세,화물차,경상,비사업용,승용차,승용차,사업용,화물차,화물차,맑음,건조,0,0,1,1,2,183257.0,2
2726,20170902,11시,경기,성남시,토,경상,차대차,기타,안전운전 의무 불이행,남,51-60세,승용차,상해없음,남,31-40세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,맑음,건조,0,0,3,1,7,954860.0,4
2727,20170902,11시,경기,안성시,토,경상,차대차,기타,안전운전 의무 불이행,남,20세이하,승용차,상해없음,남,41-50세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,맑음,건조,0,0,3,0,2,183257.0,3
2728,20170902,11시,경기,용인시,토,사망,차대차,기타,안전운전 의무 불이행,남,41-50세,승합차,사망,남,51-60세,승합차,경상,사업용,전세버스,전세버스,사업용,전세버스,전세버스,맑음,건조,1,9,68,27,4,1032939.0,134
2729,20170902,11시,경남,함안군,토,중상,차대차,추돌,안전운전 의무 불이행,남,21-30세,승용차,상해없음,여,51-60세,승용차,중상,비사업용,승용차,승용차,비사업용,승용차,승용차,맑음,건조,0,1,0,0,0,66977.0,3
2730,20170902,13시,경기,평택시,토,중상,차대차,기타,안전운전 의무 불이행,남,31-40세,승용차,상해없음,남,21-30세,승용차,중상,비사업용,승용차,승용차,비사업용,승용차,승용차,맑음,건조,0,1,0,0,4,496733.0,3
2731,20170902,14시,경기,광주시,토,경상,차대차,추돌,안전운전 의무 불이행,남,41-50세,승용차,상해없음,남,31-40세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,맑음,건조,0,0,4,0,1,360794.0,4
2732,20170902,14시,경기,안성시,토,경상,차대차,기타,안전거리 미확보,남,51-60세,승용차,부상신고,남,51-60세,승용차,경상,사업용,렌터카,렌터카,사업용,렌터카,렌터카,맑음,건조,0,0,8,4,2,183257.0,12
2733,20170902,15시,강원,춘천시,토,경상,차대차,추돌,안전운전 의무 불이행,남,61-64세,승용차,상해없음,남,51-60세,승용차,경상,비사업용,승용차,승용차,사업용,렌터카,렌터카,맑음,건조,0,0,2,0,2,280815.0,2
2734,20170902,15시,경기,평택시,토,경상,차대차,추돌,안전운전 의무 불이행,남,21-30세,승용차,부상신고,남,41-50세,승합차,경상,비사업용,승용차,승용차,비사업용,기타/건설기계,기타/건설기계,맑음,건조,0,0,7,3,4,496733.0,10
2735,20170902,15시,경남,함안군,토,경상,차대차,추돌,안전운전 의무 불이행,남,61-64세,승용차,상해없음,여,31-40세,승용차,경상,사업용,택시,법인택시,비사업용,승용차,승용차,맑음,건조,0,0,1,0,0,66977.0,1
2736,20170902,15시,충남,천안시,토,사망,차대차,추돌,안전운전 의무 불이행,남,51-60세,승합차,경상,남,41-50세,승용차,사망,사업용,노선버스,고속버스,비사업용,승용차,승용차,맑음,건조,2,8,10,0,4,643288.0,58
2737,20170902,15시,충북,충주시,토,경상,차대차,추돌,안전운전 의무 불이행,남,41-50세,승용차,상해없음,남,65세이상,승용차,경상,비사업용,승용차,승용차,사업용,택시,개인택시,맑음,건조,0,0,2,0,2,209852.0,2
2738,20170902,16시,경기,평택시,토,경상,차대차,기타,안전운전 의무 불이행,남,20세이하,승용차,상해없음,여,21-30세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,맑음,건조,0,0,4,0,4,496733.0,4
2739,20170902,16시,충남,당진시,토,중상,차대차,기타,안전운전 의무 불이행,남,65세이상,화물차,상해없음,남,41-50세,승합차,경상,사업용,화물차,화물차,사업용,전세버스,전세버스,맑음,건조,0,3,6,0,1,167417.0,15
2740,20170902,18시,경기,성남시,토,부상신고,차대차,추돌,안전운전 의무 불이행,남,41-50세,승용차,상해없음,남,41-50세,승용차,부상신고,비사업용,승용차,승용차,비사업용,승용차,승용차,맑음,건조,0,0,0,2,7,954860.0,2
2741,20170902,18시,경기,평택시,토,경상,차대차,측면충돌,안전거리 미확보,남,31-40세,승용차,상해없음,남,51-60세,승용차,부상신고,비사업용,승용차,승용차,비사업용,승용차,승용차,맑음,건조,0,0,1,2,4,496733.0,3
2742,20170902,20시,경기,오산시,토,경상,차대차,정면충돌,중앙선 침범,남,61-64세,승합차,상해없음,남,61-64세,승용차,경상,사업용,노선버스,고속버스,비사업용,승용차,승용차,맑음,건조,0,0,11,0,2,219962.0,11
2743,20170902,22시,경기,안산시,토,경상,차대차,추돌,안전운전 의무 불이행,남,61-64세,승용차,상해없음,여,41-50세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,맑음,건조,0,0,1,0,4,662990.0,1
2744,20170902,22시,전남,무안군,토,중상,차대차,측면충돌,안전운전 의무 불이행,남,41-50세,화물차,중상,남,31-40세,승용차,상해없음,비사업용,화물차,화물차,비사업용,승용차,승용차,맑음,건조,0,1,0,0,1,81989.0,3
2745,20170903,06시,경북,경주시,일,중상,차대차,기타,안전운전 의무 불이행,남,21-30세,승용차,상해없음,남,31-40세,화물차,중상,비사업용,승용차,승용차,사업용,화물차,화물차,맑음,건조,0,1,0,0,1,256723.0,3
2746,20170903,11시,충남,보령시,일,중상,차대차,측면충돌,안전운전 의무 불이행,여,41-50세,승용차,상해없음,남,51-60세,특수차,중상,비사업용,승용차,승용차,사업용,위험물운송,위험물운송,맑음,건조,0,2,0,0,1,102101.0,6
2747,20170903,13시,경기,용인시,일,경상,차대차,추돌,안전운전 의무 불이행,남,51-60세,승용차,상해없음,남,21-30세,특수차,경상,사업용,렌터카,렌터카,사업용,화물차,화물차,맑음,건조,0,0,1,0,4,1032939.0,1
2748,20170903,13시,울산,울주군,일,경상,차대차,추돌,안전운전 의무 불이행,남,51-60세,승용차,상해없음,남,65세이상,화물차,경상,비사업용,승용차,승용차,비사업용,화물차,화물차,맑음,건조,0,0,1,0,1,221909.0,1
2749,20170903,15시,경북,칠곡군,일,경상,차대차,추돌,안전거리 미확보,남,51-60세,승용차,경상,여,31-40세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,맑음,건조,0,0,3,0,0,118913.0,3
2750,20170903,18시,충남,당진시,일,경상,차대차,기타,안전운전 의무 불이행,남,21-30세,화물차,상해없음,남,51-60세,승용차,경상,비사업용,화물차,화물차,비사업용,승용차,승용차,맑음,건조,0,0,9,1,1,167417.0,10
2751,20170903,18시,충남,천안시,일,경상,차대차,추돌,안전운전 의무 불이행,남,51-60세,승용차,상해없음,남,51-60세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,흐림,건조,0,0,2,0,4,643288.0,2
2752,20170903,19시,충북,청주시,일,중상,차대차,측면충돌,안전운전 의무 불이행,남,21-30세,승용차,상해없음,남,41-50세,승합차,상해없음,사업용,렌터카,렌터카,사업용,노선버스,시외버스,맑음,건조,0,3,7,0,7,837635.0,16
2753,20170903,21시,인천,중구,일,경상,차대차,기타,안전거리 미확보,여,31-40세,승용차,상해없음,남,31-40세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,맑음,건조,0,0,4,0,13,231402.0,4
2754,20170903,22시,전남,광양시,일,경상,차대사람,기타,안전운전 의무 불이행,남,21-30세,승용차,상해없음,남,41-50세,보행자,경상,사업용,렌터카,렌터카,보행자,보행자,보행자,맑음,건조,0,0,1,0,1,156390.0,1
